gene,orthologs
Ahg928581,AT3G09180
Ahg928584,AT3G09210
Ahg928586,AT3G09230
Ahg928594,AT3G09280
Ahg928595,AT3G09290
Ahg928601,AT3G09340
Ahg928609,AT3G09385
Ahg928610,AT3G09390
Ahg928614,AT3G09405
Ahg928617,AT3G09440
Ahg928623,AT3G09520
Ahg928624,AT3G09530
Ahg928630,AT3G09590
Ahg928631,AT3G07250
Ahg928632,AT5G41820
Ahg928634,AT5G41820
Ahg928651,AT3G09740
Ahg928652,AT2G03460
Ahg928658,AT3G09810
Ahg928663,AT3G09860
Ahg928664,AT3G09870
Ahg928670,AT5G51250
Ahg928678,AT3G09950
Ahg928691,AT3G10020
Ahg928694,AT3G10050
Ahg928695,AT3G10060
Ahg928702,AT3G10130
Ahg928707,AT3G10190
Ahg928709,AT3G10200
Ahg928710,AT3G10210
Ahg928711,AT3G10220
Ahg928717,AT3G10290
Ahg928719,AT3G10300
Ahg928723,AT3G10340
Ahg928725,AT3G10360
Ahg928727,AT3G10380
Ahg928729,AT3G10400
Ahg928734,AT3G10420
Ahg928746,AT3G10520
Ahg928751,AT3G10540
Ahg928759,AT3G10575
Ahg928760,AT5G47300
Ahg928779,AT1G30825
Ahg928781,AT3G10760
Ahg928783,AT3G10770
Ahg928790,AT3G10820
Ahg928792,AT3G10850
Ahg928793,AT3G10860
Ahg928800,AT4G35790
Ahg928806,AT3G10950
Ahg928811,AT3G10985
Ahg928820,AT3G11070
Ahg928821,AT5G27060
Ahg928823,AT3G11100
Ahg928824,AT3G11110
Ahg928829,AT3G11160
Ahg928831,AT3G11180
Ahg928850,AT3G11385
Ahg928861,AT3G11460
Ahg928862,AT3G11470
Ahg928863,AT3G11480
Ahg928873,AT3G11580
Ahg928875,AT3G11591
Ahg928877,AT3G11620
Ahg928878,AT3G11630
Ahg928879,AT3G11640
Ahg928882,AT3G11670
Ahg928883,AT4G23400
Ahg928894,AT3G11770
Ahg928898,AT3G11820
Ahg928899,AT3G11830
Ahg928901,AT5G51250
Ahg928904,AT3G11880
Ahg928910,AT3G11900
Ahg928915,AT3G11945
Ahg928921,AT1G45190
Ahg928923,AT3G12012
Ahg928932,AT3G12100
Ahg928939,AT3G12145
Ahg928947,AT3G12240
Ahg928954,AT3G12300
Ahg928955,AT3G12320
Ahg928959,AT3G12350
Ahg928961,AT3G12370
Ahg928962,AT3G12380
Ahg928964,AT3G12400
Ahg928970,AT3G12490
Ahg928972,AT3G12520
Ahg928973,AT3G12530
Ahg928978,AT3G12580
Ahg928995,AT3G12720
Ahg928996,AT3G12730
Ahg928998,AT3G12750
Ahg929007,AT3G12850
Ahg929009,AT3G12870
Ahg929016,AT3G12930
Ahg929017,AT3G12940
Ahg929020,AT3G12970
Ahg929021,AT3G12977
Ahg929022,AT3G12980
Ahg929024,AT2G21230
Ahg929032,AT3G13624
Ahg929041,AT3G13110
Ahg929045,AT3G13150
Ahg929053,AT5G41770
Ahg929064,AT3G13230
Ahg929066,AT3G13275
Ahg929070,AT3G13320
Ahg929072,AT3G13340
Ahg929096,AT3G13510
Ahg929099,AT3G13540
Ahg929107,AT3G13620
Ahg929108,AT3G13640
Ahg929111,AT3G13650
Ahg929119,AT1G11810
Ahg929120,AT3G13680
Ahg929122,AT3G13680
Ahg929127,AT3G13720
Ahg929130,AT3G13750
Ahg929131,AT3G13770
Ahg929135,AT3G13780
Ahg929143,AT3G13624
Ahg929144,AT3G13800
Ahg929147,AT3G13820
Ahg929149,AT1G11810
Ahg929155,AT3G13880
Ahg929158,AT3G13898
Ahg929163,AT3G13940
Ahg929169,AT3G13980
Ahg929172,AT3G14010
Ahg929176,AT3G14050
Ahg929180,AT3G14070
Ahg929201,AT3G14220
Ahg929203,AT3G14230
Ahg929216,AT2G37770
Ahg929217,AT3G25980
Ahg929218,AT3G14330
Ahg929220,AT3G14360
Ahg929221,AT3G14362
Ahg929222,AT3G14370
Ahg929227,AT3G14410
Ahg929230,AT3G14430
Ahg929238,AT3G14560
Ahg929239,AT3G14570
Ahg929245,AT3G14630
Ahg929248,AT3G14700
Ahg929254,AT3G14760
Ahg929255,AT3G14770
Ahg929257,AT3G14780
Ahg929273,AT3G14920
Ahg929279,AT3G14960
Ahg929280,AT3G14970
Ahg929286,AT3G15030
Ahg929287,AT3G15040
Ahg929297,AT2G17695
Ahg929301,AT3G15150
Ahg929304,AT5G12320
Ahg929306,AT3G15190
Ahg929307,AT3G15200
Ahg929308,AT3G15210
Ahg929309,AT3G15220
Ahg929316,AT3G15290
Ahg929326,AT3G15354
Ahg929328,AT5G01890
Ahg929330,AT3G15358
Ahg929332,AT3G15353
Ahg929337,AT3G15360
Ahg929348,AT3G15440
Ahg929350,AT3G15460
Ahg929351,AT3G15470
Ahg929352,AT3G15480
Ahg929358,AT3G15520
Ahg929360,AT3G15534
Ahg929366,AT3G15570
Ahg929374,AT3G16380
Ahg929378,AT3G15650
Ahg929390,AT3G15780
Ahg929391,AT3G15790
Ahg929393,AT3G15810
Ahg929394,AT3G15820
Ahg929397,AT3G15840
Ahg929399,AT3G15860
Ahg929405,AT3G15940
Ahg929406,AT3G23540
Ahg929408,AT3G15960
Ahg929409,AT2G13720
Ahg929417,AT3G16040
Ahg929419,AT3G16060
Ahg929420,AT3G16070
Ahg929421,AT3G16080
Ahg929422,AT3G16090
Ahg929433,AT3G16180
Ahg929436,AT2G03460
Ahg929437,AT3G16210
Ahg929441,AT3G16250
Ahg929442,AT3G51171
Ahg929444,AT3G51171
Ahg929447,AT3G16270
Ahg929448,AT3G16280
Ahg929451,AT3G16580
Ahg929459,AT5G11750
Ahg929464,AT2G27860
Ahg929465,AT3G16390
Ahg929466,AT3G16415
Ahg929469,AT3G16420
Ahg929476,AT3G16500
Ahg929484,AT3G16555
Ahg929488,AT3G16570
Ahg929490,AT1G47390
Ahg929506,AT3G16730
Ahg929508,AT3G16760
Ahg929509,AT3G16770
Ahg929511,AT3G16785
Ahg929515,AT3G18120
Ahg929516,AT5G36200
Ahg929517,AT2G11200
Ahg929526,AT3G16860
Ahg929544,AT3G17020
Ahg929548,AT3G17070
Ahg929549,AT3G17080
Ahg929555,AT3G17130
Ahg929561,AT3G17480
Ahg929571,AT3G17240
Ahg929580,AT3G17300
Ahg929581,AT3G17310
Ahg929584,AT3G17340
Ahg929588,AT3G17360
Ahg929589,AT3G17360
Ahg929590,AT3G17365
Ahg929600,AT3G17460
Ahg929603,AT3G17500
Ahg929605,AT3G17520
Ahg929608,AT3G17550
Ahg929612,AT3G17580
Ahg929616,AT3G17611
Ahg929630,AT3G17700
Ahg929631,AT3G17710
Ahg929632,AT3G17700
Ahg929638,AT3G24927
Ahg929640,AT3G17760
Ahg929642,AT3G17770
Ahg929657,AT3G17900
Ahg929659,AT3G17920
Ahg929660,AT3G17930
Ahg929662,AT3G17950
Ahg929670,AT3G18040
Ahg929671,AT3G18050
Ahg929672,AT3G18060
Ahg929675,AT3G18090
Ahg929678,AT3G18130
Ahg929690,AT3G18190
Ahg929695,AT3G18215
Ahg929696,AT3G18220
Ahg929709,AT3G18310
Ahg929713,AT3G18350
Ahg929716,AT3G18940
Ahg929717,AT3G18370
Ahg929719,AT3G18390
Ahg929724,AT3G18440
Ahg929729,AT3G18485
Ahg929731,AT3G18500
Ahg929733,AT3G18518
Ahg929736,AT3G18550
Ahg929738,AT3G18560
Ahg929746,AT3G18640
Ahg929750,AT3G18680
Ahg929751,AT3G18690
Ahg929752,AT3G18680
Ahg929753,AT3G18690
Ahg929757,AT3G18715
Ahg929758,AT3G18720
Ahg929759,AT3G18730
Ahg929762,AT3G18760
Ahg929765,AT3G18773
Ahg929770,AT3G18810
Ahg929771,AT3G18820
Ahg929772,AT3G18830
Ahg929776,AT3G18870
Ahg929790,AT3G19025
Ahg929797,AT3G19100
Ahg929800,AT3G19140
Ahg929807,AT3G19190
Ahg929810,AT3G19220
Ahg929832,AT3G19410
Ahg929841,AT3G19490
Ahg929843,AT3G19508
Ahg929847,AT3G19540
Ahg929851,AT3G19560
Ahg929852,AT1G65990
Ahg929853,AT1G65990
Ahg929856,AT3G19590
Ahg929866,AT3G19663
Ahg929867,AT3G19670
Ahg929871,AT3G19690
Ahg929873,AT3G19710
Ahg929879,AT3G19790
Ahg929882,AT3G20475
Ahg929884,AT3G20475
Ahg929886,AT3G20030
Ahg929889,AT3G19840
Ahg929890,AT3G19850
Ahg929891,AT3G20030
Ahg929896,AT3G19880
Ahg929898,AT3G19895
Ahg929903,AT3G19930
Ahg929910,AT2G24748
Ahg929919,AT3G20015
Ahg929929,AT3G20075
Ahg929930,AT2G14100
Ahg929937,AT3G20150
Ahg929939,AT3G20160
Ahg929940,AT3G20170
Ahg929946,AT3G20230
Ahg929958,AT3G20320
Ahg929959,AT3G20330
Ahg929960,AT3G20340
Ahg929965,AT3G20390
Ahg929969,AT3G20410
Ahg929974,AT3G20460
Ahg929992,AT3G20540
Ahg929996,AT3G20557
Ahg930001,AT3G20600
Ahg930003,AT3G05590
Ahg930004,AT3G27170
Ahg930011,AT3G20660
Ahg930013,AT3G20670
Ahg930018,AT3G20705
Ahg930021,AT3G20740
Ahg930029,AT3G20820
Ahg930031,AT1G28320
Ahg930033,AT3G20840
Ahg930035,AT3G20865
Ahg930040,AT3G20910
Ahg930044,AT3G20960
Ahg930049,AT3G20993
Ahg930053,AT3G21055
Ahg930058,AT3G21110
Ahg930066,AT3G21130
Ahg930067,AT3G21130
Ahg930068,AT3G21130
Ahg930074,AT3G21200
Ahg930075,AT3G21210
Ahg930082,AT1G51690
Ahg930083,AT3G21270
Ahg930087,AT3G21300
Ahg930094,AT3G21370
Ahg930098,AT3G21400
Ahg930107,AT3G21480
Ahg930108,AT3G21481
Ahg930112,AT3G21510
Ahg930113,AT3G21520
Ahg930116,AT3G21550
Ahg930118,AT3G21570
Ahg930123,AT3G21610
Ahg930126,AT3G21640
Ahg930127,AT3G21650
Ahg930129,AT3G21670
Ahg930130,AT3G21680
Ahg930135,AT3G16895
Ahg930138,AT3G21750
Ahg930141,AT3G21770
Ahg930144,AT3G21790
Ahg930146,AT3G21810
Ahg930147,AT3G21820
Ahg930148,AT3G21820
Ahg930149,AT3G21860
Ahg930150,AT3G21860
Ahg930151,AT3G21860
Ahg930154,AT3G21880
Ahg930155,AT3G21890
Ahg930156,AT3G21880
Ahg930157,AT3G21870
Ahg930160,AT3G21880
Ahg930164,AT3G29050
Ahg930165,AT3G48000
Ahg930166,AT3G21930
Ahg930168,AT3G21930
Ahg930178,AT1G47320
Ahg930186,AT3G22120
Ahg930189,AT3G22160
Ahg930190,AT1G07890
Ahg930194,AT3G22190
Ahg930196,AT3G22210
Ahg930199,AT3G22235
Ahg930200,AT3G22230
Ahg930202,AT3G22235
Ahg930204,AT3G22250
Ahg930205,AT5G22630
Ahg930217,AT3G22350
Ahg930239,AT3G22500
Ahg930243,AT3G22540
Ahg930250,AT3G22630
Ahg930258,AT3G22690
Ahg930261,AT3G22720
Ahg930269,AT3G22750
Ahg930270,AT3G22760
Ahg930271,AT3G22760
Ahg930274,AT3G22800
Ahg930275,AT3G22810
Ahg930279,AT3G22840
Ahg930281,AT3G22850
Ahg930286,AT3G22900
Ahg930287,AT3G22910
Ahg930294,AT3G22950
Ahg930296,AT1G66790
Ahg930298,AT3G22980
Ahg930303,AT3G23020
Ahg930304,AT3G23020
Ahg930305,AT3G23020
Ahg930309,AT3G23030
Ahg930310,AT5G28463
Ahg930314,AT3G23070
Ahg930319,AT3G23120
Ahg930323,AT1G23200
Ahg930344,AT3G23200
Ahg930345,AT3G23210
Ahg930346,AT1G36280
Ahg930349,AT3G23240
Ahg930354,AT3G23280
Ahg930355,AT3G23290
Ahg930357,AT3G23310
Ahg930371,AT3G23420
Ahg930374,AT1G47389
Ahg930378,AT3G23530
Ahg930379,AT3G23540
Ahg930382,AT3G05170
Ahg930387,AT3G23605
Ahg930388,AT3G23610
Ahg930390,AT3G23630
Ahg930397,AT3G23637
Ahg930399,AT3G23640
Ahg930400,AT3G23645
Ahg930405,AT3G23670
Ahg930408,AT3G24140
Ahg930410,AT3G23670
Ahg930411,AT3G25090
Ahg930412,AT3G25090
Ahg930428,AT3G23780
Ahg930431,AT3G23805
Ahg930434,AT3G23900
Ahg930437,AT3G23790
Ahg930439,AT3G23820
Ahg930442,AT3G23870
Ahg930444,AT3G21481
Ahg930445,AT3G23890
Ahg930446,AT3G23900
Ahg930448,AT3G24260
Ahg930449,AT1G78120
Ahg930451,AT3G24250
Ahg930453,AT3G24230
Ahg930454,AT3G24225
Ahg930459,AT3G24220
Ahg930461,AT3G24200
Ahg930465,AT3G24170
Ahg930466,AT3G24160
Ahg930468,AT3G24140
Ahg930474,AT3G24100
Ahg930475,AT3G24093
Ahg930477,AT2G22590
Ahg930478,AT3G24093
Ahg930488,AT1G01350
Ahg930491,AT3G24060
Ahg930498,AT3G23990
Ahg930502,AT3G23980
Ahg930504,AT3G23950
Ahg930507,AT3G23960
Ahg930508,AT3G23940
Ahg930512,AT4G08110
Ahg930513,AT3G24120
Ahg930517,AT3G24280
Ahg930518,AT3G24290
Ahg930528,AT3G24350
Ahg930529,AT3G24360
Ahg930532,AT3G24420
Ahg930537,AT1G49780
Ahg930539,AT3G24490
Ahg930544,AT3G24506
Ahg930549,AT3G24515
Ahg930556,AT3G23420
Ahg930557,AT3G24580
Ahg930559,AT3G24580
Ahg930560,AT3G11350
Ahg930567,AT5G24050
Ahg930570,AT3G22730
Ahg930576,AT3G24670
Ahg930580,AT5G58860
Ahg930582,AT1G71830
Ahg930597,AT3G21130
Ahg930601,AT1G49040
Ahg930609,AT3G24830
Ahg930617,AT3G25050
Ahg930618,AT3G25060
Ahg930626,AT3G25160
Ahg930627,AT3G25165
Ahg930628,AT3G25170
Ahg930629,AT3G54900
Ahg930630,AT3G25180
Ahg930632,AT1G71110
Ahg930634,AT3G25190
Ahg930637,AT3G16400
Ahg930639,AT5G60110
Ahg930645,AT5G24050
Ahg930646,AT3G25182
Ahg930649,AT3G24850
Ahg930652,AT5G20390
Ahg930655,AT3G25210
Ahg930656,AT3G25220
Ahg930658,AT3G24190
Ahg930661,AT3G25240
Ahg930665,AT2G32235
Ahg930669,AT3G25280
Ahg930677,AT3G25460
Ahg930679,AT3G25460
Ahg930681,AT3G25460
Ahg930688,AT1G27180
Ahg930696,AT1G50840
Ahg930697,AT1G23810
Ahg930698,AT1G23810
Ahg930701,AT2G22740
Ahg930704,AT1G23810
Ahg930707,AT3G25470
Ahg930709,AT4G10190
Ahg930712,AT3G21170
Ahg930715,AT3G21170
Ahg930722,AT2G04050
Ahg930737,AT2G04160
Ahg930741,AT2G04170
Ahg930742,AT2G04170
Ahg930743,AT2G04170
Ahg930748,AT2G04280
Ahg930749,AT2G04300
Ahg930751,AT2G04340
Ahg930770,AT2G04520
Ahg930774,AT2G04550
Ahg930777,AT2G04570
Ahg930782,AT2G04620
Ahg930784,AT2G04630
Ahg930788,AT2G04700
Ahg930789,AT2G04700
Ahg930794,AT4G08110
Ahg930800,AT2G04810
Ahg930806,AT2G04860
Ahg930812,AT2G04890
Ahg930813,AT2G04900
Ahg930814,AT2G04910
Ahg930816,AT2G04920
Ahg930817,AT3G22350
Ahg930821,AT3G01130
Ahg930823,AT2G18690
Ahg930828,AT3G22720
Ahg930830,AT2G04930
Ahg930834,AT2G05100
Ahg930837,AT3G22730
Ahg930838,AT2G04920
Ahg930843,AT2G05230
Ahg930849,AT2G05380
Ahg930857,AT2G05430
Ahg930858,AT2G05440
Ahg930873,AT3G54540
Ahg930881,AT2G41500
Ahg930885,AT2G10260
Ahg930892,AT2G05840
Ahg930902,AT2G05940
Ahg930903,AT1G80830
Ahg930906,AT2G05990
Ahg930907,AT2G06000
Ahg930908,AT1G09080
Ahg930917,AT2G40190
Ahg930918,AT2G06020
Ahg930924,AT2G18915
Ahg930926,AT2G06090
Ahg930931,ATCG00740
Ahg930932,ATCG00680
Ahg930933,AT2G06255
Ahg930934,AT2G06510
Ahg930940,AT1G43720
Ahg930945,AT2G06925
Ahg930951,AT2G06983
Ahg930957,AT3G33025
Ahg930958,AT3G44800
Ahg930960,AT3G33025
Ahg930961,AT3G33025
Ahg930973,AT3G24332
Ahg930977,AT5G10720
Ahg930978,AT2G07680
Ahg930992,AT2G07776
Ahg930993,AT2G07776
Ahg930994,ATMG00516
Ahg930996,ATMG00516
Ahg930997,AT2G07674
Ahg930998,ATMG00990
Ahg930999,ATMG00980
Ahg931000,AT2G07767
Ahg931002,ATMG00960
Ahg931003,ATCG00350
Ahg931005,AT2G07677
Ahg931006,AT2G07677
Ahg931008,AT2G07678
Ahg931009,AT2G07669
Ahg931012,AT2G07681
Ahg931018,AT2G07783
Ahg931035,AT2G11810
Ahg931036,AT2G11890
Ahg931037,AT2G11910
Ahg931042,AT1G36970
Ahg931043,AT2G12400
Ahg931044,AT2G12462
Ahg931047,AT5G51370
Ahg931053,AT2G12550
Ahg931063,AT2G12646
Ahg931073,AT2G12940
Ahg931079,AT2G13295
Ahg931085,AT2G39580
Ahg931095,AT2G13542
Ahg931097,AT1G13970
Ahg931098,AT1G13970
Ahg931100,AT2G13570
Ahg931103,AT2G13600
Ahg931106,AT1G71190
Ahg931110,AT4G07526
Ahg931114,AT2G13680
Ahg931116,AT1G80700
Ahg931117,AT2G13790
Ahg931123,AT2G13840
Ahg931130,AT5G25760
Ahg931132,AT5G48390
Ahg931135,AT2G14095
Ahg931152,AT1G14410
Ahg931157,AT2G14260
Ahg931158,AT4G30220
Ahg931160,AT5G25300
Ahg931164,AT4G33580
Ahg931165,AT2G14510
Ahg931168,AT5G28160
Ahg931178,AT2G14610
Ahg931184,AT4G25450
Ahg931187,AT4G11770
Ahg931192,AT2G36540
Ahg931200,AT4G11653
Ahg931204,AT2G14740
Ahg931207,AT1G33670
Ahg931216,AT2G14835
Ahg931218,AT1G66170
Ahg931224,AT2G14870
Ahg931226,AT2G14880
Ahg931232,AT1G30825
Ahg931233,AT2G04620
Ahg931239,AT2G20140
Ahg931243,AT2G15220
Ahg931244,AT2G15220
Ahg931246,AT2G15230
Ahg931248,AT2G15240
Ahg931249,AT1G16310
Ahg931262,AT2G15320
Ahg931265,AT2G15345
Ahg931271,AT2G15440
Ahg931273,AT2G15480
Ahg931277,AT4G34110
Ahg931278,AT2G15530
Ahg931279,AT2G15530
Ahg931283,AT4G24975
Ahg931290,AT2G15620
Ahg931292,AT1G36675
Ahg931304,AT1G28320
Ahg931305,AT2G15640
Ahg931308,AT2G15695
Ahg931310,AT2G15740
Ahg931324,AT2G15830
Ahg931326,AT2G15830
Ahg931328,AT3G46050
Ahg931342,AT5G06030
Ahg931346,AT2G35075
Ahg931350,AT2G20270
Ahg931351,AT2G20260
Ahg931357,AT2G20190
Ahg931362,AT2G20160
Ahg931371,AT5G35760
Ahg931375,AT2G20060
Ahg931380,AT2G20010
Ahg931385,AT1G62220
Ahg931389,AT2G22890
Ahg931395,AT2G19950
Ahg931400,AT2G19910
Ahg931401,AT2G19900
Ahg931405,AT2G19860
Ahg931408,AT2G19802
Ahg931409,AT2G19800
Ahg931413,AT1G44810
Ahg931417,AT2G19740
Ahg931419,AT2G19720
Ahg931421,AT2G19700
Ahg931425,AT2G19660
Ahg931432,AT2G19600
Ahg931437,AT2G19580
Ahg931443,AT2G19520
Ahg931448,AT2G19470
Ahg931451,AT4G03930
Ahg931454,AT2G19440
Ahg931466,AT2G19320
Ahg931476,AT2G19200
Ahg931483,AT2G16580
Ahg931485,AT2G16592
Ahg931486,AT2G16594
Ahg931488,AT2G16594
Ahg931489,AT2G16600
Ahg931491,AT2G16630
Ahg931493,AT2G16650
Ahg931495,AT2G16660
Ahg931500,AT2G16720
Ahg931513,AT2G16770
Ahg931517,AT2G16810
Ahg931532,AT2G16950
Ahg931549,AT2G17080
Ahg931550,AT2G39580
Ahg931551,AT2G17080
Ahg931554,AT2G17070
Ahg931555,AT2G17080
Ahg931559,AT1G72680
Ahg931560,AT2G17120
Ahg931568,AT2G17180
Ahg931582,AT2G17300
Ahg931587,AT2G17320
Ahg931589,AT2G17350
Ahg931590,AT2G17360
Ahg931619,AT2G17580
Ahg931622,AT2G17620
Ahg931623,AT2G17630
Ahg931626,AT2G17660
Ahg931629,AT2G17680
Ahg931631,AT2G17700
Ahg931636,AT2G17730
Ahg931663,AT2G17950
Ahg931665,AT2G17972
Ahg931672,AT2G18010
Ahg931688,AT2G18080
Ahg931690,AT2G18090
Ahg931702,AT2G18180
Ahg931705,AT2G18190
Ahg931706,AT2G18190
Ahg931709,AT2G18210
Ahg931710,AT2G18210
Ahg931711,AT1G61560
Ahg931722,AT2G18290
Ahg931728,AT2G18350
Ahg931733,AT2G18390
Ahg931746,AT2G18490
Ahg931747,AT2G18490
Ahg931752,AT2G18540
Ahg931756,AT1G26690
Ahg931758,AT2G18590
Ahg931764,AT4G35370
Ahg931766,AT2G18640
Ahg931769,AT2G18670
Ahg931770,AT3G52560
Ahg931778,AT3G17820
Ahg931779,AT2G21060
Ahg931786,AT5G06630
Ahg931789,AT2G16190
Ahg931790,AT4G34450
Ahg931791,AT2G15640
Ahg931792,AT2G16220
Ahg931793,AT2G16210
Ahg931794,AT2G16450
Ahg931796,AT2G16225
Ahg931800,AT2G16280
Ahg931809,AT1G69730
Ahg931813,AT2G16360
Ahg931826,AT2G16460
Ahg931833,AT2G16500
Ahg931834,AT1G69580
Ahg931852,AT2G19045
Ahg931853,AT2G19030
Ahg931858,AT2G18980
Ahg931867,AT2G18910
Ahg931869,AT2G18890
Ahg931870,AT2G18880
Ahg931876,AT4G33145
Ahg931886,AT2G18750
Ahg931887,AT2G18740
Ahg931890,AT2G20300
Ahg931892,AT1G01230
Ahg931896,AT2G20330
Ahg931897,AT2G20340
Ahg931905,AT2G20400
Ahg931906,AT2G20410
Ahg931910,AT2G20440
Ahg931920,AT2G20500
Ahg931925,AT2G20540
Ahg931927,AT2G20555
Ahg931931,AT3G17820
Ahg931939,AT2G20630
Ahg931953,AT2G20724
Ahg931954,AT2G20725
Ahg931957,AT2G20760
Ahg931960,AT2G20790
Ahg931964,AT1G11510
Ahg931967,AT2G20816
Ahg931968,AT2G20820
Ahg931973,AT2G20840
Ahg931978,AT2G20860
Ahg931979,AT2G20870
Ahg931980,AT2G20875
Ahg931981,AT2G20880
Ahg931982,AT2G20890
Ahg932019,AT2G20930
Ahg932020,AT2G20940
Ahg932026,AT2G21050
Ahg932031,AT2G21090
Ahg932036,AT2G21140
Ahg932039,AT2G21170
Ahg932040,AT2G21180
Ahg932042,AT2G21190
Ahg932045,AT2G21210
Ahg932046,AT2G21220
Ahg932049,AT2G21235
Ahg932055,AT2G21280
Ahg932059,AT2G21320
Ahg932060,AT2G21330
Ahg932061,AT2G31751
Ahg932067,AT3G11830
Ahg932068,AT2G21385
Ahg932069,AT2G21390
Ahg932070,AT2G21390
Ahg932114,AT2G21655
Ahg932115,AT2G21655
Ahg932117,AT2G21740
Ahg932118,AT2G21750
Ahg932119,AT2G21770
Ahg932123,AT2G21810
Ahg932125,AT2G21830
Ahg932129,AT2G21870
Ahg932132,AT2G21910
Ahg932133,AT2G21930
Ahg932134,AT4G38870
Ahg932137,AT2G21930
Ahg932140,AT2G21960
Ahg932150,AT2G22080
Ahg932155,AT2G22125
Ahg932159,AT2G22145
Ahg932171,AT2G33793
Ahg932172,AT3G56140
Ahg932173,AT3G03100
Ahg932176,AT2G22155
Ahg932180,AT2G22155
Ahg932181,AT2G22170
Ahg932182,AT2G22180
Ahg932184,AT2G22200
Ahg932186,AT2G22240
Ahg932189,AT2G22260
Ahg932197,AT2G22360
Ahg932200,AT2G22390
Ahg932206,AT2G22450
Ahg932212,AT2G24090
Ahg932214,AT2G22510
Ahg932218,AT2G02590
Ahg932220,AT2G22570
Ahg932229,AT2G22670
Ahg932232,AT2G22720
Ahg932241,AT2G22790
Ahg932254,AT2G22850
Ahg932255,AT2G22860
Ahg932263,AT2G22920
Ahg932264,AT2G22910
Ahg932265,AT2G22941
Ahg932268,AT2G22960
Ahg932271,AT2G23000
Ahg932285,AT2G23060
Ahg932286,AT2G23067
Ahg932290,AT2G23080
Ahg932302,AT2G23148
Ahg932315,AT2G23220
Ahg932318,AT2G23250
Ahg932320,AT2G23270
Ahg932325,AT2G23310
Ahg932329,AT2G23350
Ahg932330,AT2G23360
Ahg932341,AT3G57790
Ahg932342,AT2G23440
Ahg932344,AT2G23450
Ahg932364,AT2G23660
Ahg932366,AT2G23680
Ahg932367,AT2G23690
Ahg932374,AT2G23760
Ahg932377,AT2G23790
Ahg932378,AT2G23800
Ahg932384,AT2G23830
Ahg932388,AT2G23890
Ahg932390,AT2G23900
Ahg932393,AT2G23930
Ahg932394,AT2G23940
Ahg932396,AT2G23950
Ahg932414,AT2G24080
Ahg932420,AT4G30800
Ahg932422,AT2G13680
Ahg932431,AT3G10820
Ahg932434,AT1G65430
Ahg932440,AT2G24210
Ahg932444,AT2G40780
Ahg932445,AT2G24210
Ahg932446,AT2G24210
Ahg932450,AT2G24240
Ahg932451,AT2G24250
Ahg932452,AT2G24220
Ahg932456,AT2G24255
Ahg932458,AT3G01345
Ahg932459,AT2G13680
Ahg932460,AT1G27750
Ahg932470,AT2G24330
Ahg932476,AT2G24360
Ahg932479,AT2G24390
Ahg932484,AT3G20550
Ahg932493,AT1G33020
Ahg932494,AT1G33010
Ahg932496,AT2G24460
Ahg932498,AT3G28620
Ahg932499,AT2G24490
Ahg932510,AT2G24530
Ahg932530,AT2G24630
Ahg932541,AT2G24696
Ahg932542,AT3G18150
Ahg932546,AT2G24720
Ahg932553,AT2G24735
Ahg932559,AT1G64840
Ahg932560,AT4G00260
Ahg932561,AT1G64840
Ahg932562,AT1G64840
Ahg932563,AT2G24255
Ahg932564,AT2G06090
Ahg932567,AT5G40150
Ahg932568,AT1G64840
Ahg932569,AT5G19990
Ahg932574,AT2G24255
Ahg932575,AT4G00260
Ahg932576,AT3G42940
Ahg932590,AT2G24820
Ahg932598,AT3G43580
Ahg932602,AT2G24870
Ahg932605,AT2G24870
Ahg932607,AT2G24940
Ahg932608,AT2G24940
Ahg932610,AT2G46830
Ahg932616,AT5G37350
Ahg932623,AT2G25140
Ahg932624,AT2G25140
Ahg932628,AT2G25052
Ahg932631,AT2G25080
Ahg932635,AT2G25110
Ahg932640,AT2G25160
Ahg932642,AT2G32390
Ahg932651,AT2G25210
Ahg932653,AT4G09150
Ahg932655,AT2G25220
Ahg932662,AT2G25250
Ahg932663,AT2G03200
Ahg932672,AT3G63190
Ahg932673,AT2G25300
Ahg932682,AT3G21450
Ahg932683,AT5G38840
Ahg932690,AT2G25380
Ahg932692,AT2G25390
Ahg932693,AT2G25420
Ahg932698,AT2G25482
Ahg932702,AT5G66550
Ahg932703,AT2G25520
Ahg932706,AT4G32400
Ahg932709,AT2G25565
Ahg932711,AT2G25580
Ahg932721,AT2G25625
Ahg932725,AT2G25660
Ahg932726,AT2G25660
Ahg932727,AT2G25660
Ahg932730,AT2G25360
Ahg932731,AT4G29276
Ahg932732,AT2G25660
Ahg932734,AT2G25670
Ahg932737,AT4G33580
Ahg932740,AT2G25720
Ahg932741,AT2G25730
Ahg932743,AT2G25735
Ahg932745,AT1G79075
Ahg932750,AT2G25770
Ahg932754,AT2G25790
Ahg932757,AT2G25810
Ahg932769,ATMG00630
Ahg932772,AT2G25870
Ahg932778,AT2G25890
Ahg932781,AT3G30849
Ahg932794,AT5G17990
Ahg932797,AT2G25950
Ahg932811,AT2G40955
Ahg932812,AT2G26000
Ahg932813,AT2G26040
Ahg932816,AT2G26060
Ahg932821,AT2G26100
Ahg932837,AT2G24748
Ahg932838,AT1G70140
Ahg932839,AT1G64840
Ahg932840,AT1G64840
Ahg932841,AT1G64840
