gene,orthologs
Bra009001,AT5G10960
Bra001280,AT3G13530
Bra012410,AT5G48320
Bra038496,AT4G16660
Bra033421,AT3G52561
Bra018757,AT1G75950
Bra032885,AT1G28240
Bra005834,AT5G04980
Bra010360,AT4G28550
Bra019087,AT2G20350
Bra019693,AT1G13990
Bra024338,AT5G10890
Bra022150,AT3G05340
Bra003746,AT1G75580
Bra030903,AT1G54120
Bra036439,AT4G01023
Bra016305,AT1G27090
Bra025339,AT3G28500
Bra036912,AT4G14920
Bra003693,AT1G76990
Bra009869,AT5G25930
Bra033753,AT4G20360
Bra030827,AT1G55900
Bra014054,AT1G46264
Bra030342,AT4G05460
Bra011712,AT4G36860
Bra020747,AT3G30180
Bra005063,AT2G39090
Bra000590,AT2G23240
Bra027917,AT1G57540
Bra029381,AT5G23740
Bra017233,AT2G36480
Bra020860,AT4G22060
Bra036053,AT1G12280
Bra007201,AT3G08510
Bra034033,AT1G67050
Bra017637,AT4G34200
Bra011724,AT4G25900
Bra013120,AT2G14750
Bra021868,AT2G33020
Bra030858,AT1G55490
Bra014348,AT2G01060
Bra031201,AT2G21560
Bra039042,AT3G28860
Bra015551,AT1G07090
Bra021369,AT3G03140
Bra025983,AT1G17330
Bra019890,AT1G60940
Bra007732,AT3G63170
Bra007413,AT3G58710
Bra031169,AT2G21185
Bra005036,AT2G39480
Bra008703,AT3G01120
Bra007705,AT3G62830
Bra005483,AT5G35080
Bra031482,AT1G63360
Bra016872,AT2G42480
Bra021336,AT2G35280
Bra040587,AT3G29810
Bra002192,AT5G18900
Bra000382,AT2G45220
Bra006078,AT5G10780
Bra014242,AT1G50200
Bra007360,AT3G57810
Bra002628,AT5G58660
Bra027859,AT1G59406
Bra004213,AT1G67780
Bra020513,AT5G25800
Bra016445,AT1G20880
Bra025179,AT3G26030
Bra028552,AT5G11090
Bra012899,AT3G50440
Bra015743,AT2G33630
Bra004596,AT2G41050
Bra026793,AT1G14950
Bra013942,AT5G57110
Bra021698,AT2G31090
Bra014619,AT3G57550
Bra016226,AT1G56130
Bra030896,AT2G26780
Bra013093,AT1G65170
Bra006414,AT5G17590
Bra029720,AT3G08780
Bra038235,AT3G19850
Bra022628,AT5G53090
Bra015438,AT3G24610
Bra023352,AT5G11960
Bra004857,AT2G44690
Bra016481,AT1G20020
Bra011454,AT4G33580
Bra025994,AT1G17180
Bra010592,AT4G36880
Bra002826,AT5G56290
Bra006666,AT5G60320
Bra005069,AT2G38940
Bra039719,AT4G14740
Bra000769,AT4G12320
Bra014282,AT1G51120
Bra003799,AT1G74460
Bra036548,AT5G25630
Bra028519,AT5G42000
Bra012961,AT5G61420
Bra014263,AT1G51410
Bra019862,AT1G11350
Bra028784,AT5G04550
Bra023462,AT5G14370
Bra036242,AT4G02740
Bra032980,AT3G27080
Bra029209,AT5G63640
Bra012172,AT1G11100
Bra004267,AT1G67870
Bra019935,AT1G59640
Bra017527,AT5G46760
Bra036137,AT3G04320
Bra029924,AT3G48900
Bra017207,AT2G37110
Bra020404,AT5G57910
Bra011333,AT4G32285
Bra036731,AT1G33240
Bra035577,AT5G55560
Bra019849,AT1G11490
Bra011197,AT4G30480
Bra018175,AT5G49650
Bra040050,AT3G08550
Bra005358,AT2G35230
Bra011376,AT4G32730
Bra020522,AT5G25950
Bra028997,AT5G55020
Bra039738,AT1G65700
Bra011803,AT4G38040
Bra001045,AT3G02460
Bra028348,AT3G23820
Bra009147,AT5G05890
Bra039188,AT4G37400
Bra029075,AT5G53320
Bra039850,AT5G56420
Bra039641,AT1G50360
Bra036972,AT4G33920
Bra005263,AT2G36500
Bra040408,AT3G04830
Bra012154,AT5G67330
Bra038001,AT1G55570
Bra037151,AT5G66730
Bra022970,AT1G29350
Bra028827,AT5G03580
Bra014497,AT3G60320
Bra014917,AT3G23175
Bra032802,AT1G24460
Bra030694,AT1G07620
Bra034080,AT3G09700
Bra029302,AT5G61890
Bra005797,AT5G04170
Bra025575,AT2G25230
Bra007605,AT3G61450
Bra021235,AT3G17220
Bra008826,AT5G13490
Bra027132,AT1G60760
Bra040285,AT3G06670
Bra007023,AT5G59690
Bra011618,AT2G17450
Bra036508,AT3G02690
Bra022569,AT5G51920
Bra030832,AT1G55810
Bra038996,AT2G19385
Bra038415,AT3G08505
Bra033850,AT1G46984
Bra031556,AT1G07200
Bra018963,AT1G52320
Bra033627,AT4G39530
Bra036689,AT2G20280
Bra016655,AT3G04320
Bra026127,AT1G15490
Bra034166,AT3G11130
Bra029309,AT5G61780
Bra007513,AT3G60190
Bra011823,AT4G39910
Bra039123,AT3G01370
Bra037809,AT5G65210
Bra026946,AT1G12930
Bra009270,AT5G07330
Bra004406,AT1G69680
Bra020962,AT4G19420
Bra040743,AT4G16630
Bra035442,AT3G60600
Bra001488,AT3G13080
Bra022633,AT3G18720
Bra012062,AT5G66360
Bra025539,AT5G40860
Bra009340,AT5G08440
Bra001460,AT3G12610
Bra023661,AT5G18080
Bra013163,AT2G06530
Bra037212,AT2G13620
Bra024551,AT1G22950
Bra014424,AT2G25410
Bra027651,AT2G20142
Bra027005,AT1G63000
Bra006343,AT4G13410
Bra000799,AT4G04510
Bra026041,AT1G16540
Bra026017,AT1G16900
Bra002479,AT5G60450
Bra028207,AT1G47620
Bra031753,AT1G10720
Bra039004,AT2G19570
Bra013201,AT2G04550
Bra019293,AT4G23600
Bra026590,AT2G02510
Bra004460,AT2G47390
Bra007061,AT3G54280
Bra029109,AT5G52670
Bra031696,AT1G10010
Bra000607,AT3G18130
Bra036258,AT4G02530
Bra015884,AT1G74900
Bra020020,AT1G09480
Bra028906,AT5G01530
Bra036078,AT1G57580
Bra004313,AT1G68490
Bra009948,AT5G27680
Bra029606,AT3G06810
Bra014591,AT3G58030
Bra010670,AT4G39670
Bra013373,AT4G19060
Bra016436,AT1G21065
Bra010346,AT4G29020
Bra007728,AT3G63110
Bra028305,AT5G56420
Bra029775,AT3G09570
Bra039895,AT3G53470
Bra024558,AT1G23010
Bra025452,AT5G42000
Bra001002,AT3G01570
Bra004845,AT2G44540
Bra031020,AT4G16130
Bra020209,AT5G22650
Bra034147,AT3G10800
Bra007661,AT3G62100
Bra039170,AT3G02310
Bra005517,AT3G22050
Bra009833,AT5G25330
Bra028360,AT3G24110
Bra034469,AT1G62210
Bra010660,AT5G28180
Bra019993,AT1G09770
Bra016543,AT1G18760
Bra038267,AT1G07790
Bra011883,AT5G23040
Bra006757,AT2G05970
Bra030753,AT1G09040
Bra034315,AT2G26980
Bra022212,AT3G17360
Bra034880,AT4G13345
Bra002113,AT5G17870
Bra018817,AT1G49900
Bra020345,AT5G58860
Bra000886,AT4G02250
Bra017396,AT2G03200
Bra000126,AT2G39260
Bra027776,AT2G41660
Bra038992,AT1G54860
Bra003891,AT1G72160
Bra004090,AT1G67360
Bra014210,AT1G49710
Bra004627,AT2G41530
Bra022744,AT5G54790
Bra035183,AT1G80440
Bra003444,AT3G61270
Bra029827,AT3G10260
Bra015891,AT1G74830
Bra016592,AT1G17690
Bra039960,AT3G22540
Bra022615,AT5G52870
Bra031914,AT5G09670
Bra008132,AT1G74100
Bra011284,AT4G31590
Bra000136,AT2G39480
Bra037338,AT4G00400
Bra016027,AT1G72890
Bra033767,AT3G48160
Bra006482,AT5G18850
Bra028286,AT5G51950
Bra028874,AT5G02430
Bra038384,AT4G09150
Bra002741,AT5G57290
Bra035032,AT3G14420
Bra013675,AT4G23100
Bra016413,AT1G21630
Bra000002,AT2G37460
Bra009413,AT2G26640
Bra009588,AT5G02460
Bra020199,AT5G22730
Bra039089,AT3G27240
Bra035669,AT2G28800
Bra017181,AT3G53680
Bra018955,AT1G52230
Bra039915,AT2G18060
Bra020287,AT5G59790
Bra034118,AT3G10490
Bra010540,AT4G23660
Bra001840,AT3G21690
Bra004561,AT2G46200
Bra032537,AT1G03910
Bra040033,AT2G03820
Bra017929,AT1G21570
Bra030444,AT1G51360
Bra005641,AT2G31790
Bra025654,AT5G39670
Bra014754,AT3G55340
Bra008838,AT5G13300
Bra024854,AT2G01750
Bra014887,AT3G12230
Bra014932,AT3G23280
Bra017302,AT4G16750
Bra016585,AT1G17830
Bra010116,AT5G62720
Bra033936,AT1G68430
Bra009610,AT5G02140
Bra026369,AT5G42460
Bra001694,AT3G18010
Bra029584,AT3G06510
Bra014711,AT3G56050
Bra038855,AT2G42120
Bra008047,AT1G72760
Bra029627,AT5G67290
Bra013938,AT4G25980
Bra028847,AT5G03180
Bra028969,AT5G55600
Bra032904,AT1G28395
Bra002649,AT5G37055
Bra000392,AT2G45650
Bra027433,AT1G22050
Bra034011,AT1G67250
Bra025860,AT4G39140
Bra004456,AT2G47460
Bra013485,AT4G20940
Bra005370,AT2G35060
Bra040704,AT3G02040
Bra016645,AT1G15970
Bra031216,AT2G21730
Bra039923,AT2G22720
Bra031628,AT1G08460
Bra033120,AT4G12090
Bra036276,AT4G02340
Bra023047,AT2G36010
Bra006045,AT5G10060
Bra024823,AT2G02240
Bra036350,AT3G26050
Bra023000,AT5G18460
Bra016566,AT1G18190
Bra004440,AT5G53240
Bra029991,AT3G25420
Bra018383,AT2G29500
Bra024649,AT1G27200
Bra002223,AT5G19280
Bra028057,AT1G34430
Bra003927,AT1G71390
Bra013211,AT2G04240
Bra031845,AT3G49760
Bra006776,AT5G58270
Bra002239,AT5G19480
Bra003708,AT1G76750
Bra015058,AT3G50280
Bra037308,AT1G02080
Bra035604,AT5G56110
Bra011776,AT4G37610
Bra021587,AT3G15040
Bra009802,AT5G24890
Bra024006,AT4G31470
Bra040606,AT3G02850
Bra027469,AT5G42980
Bra023400,AT5G13250
Bra012669,AT4G17350
Bra015785,AT1G64890
Bra016973,AT2G40760
Bra036798,AT3G51430
Bra036995,AT1G61310
Bra033158,AT4G11070
Bra001732,AT3G19030
Bra013640,AT4G22740
Bra001263,AT3G07640
Bra004666,AT2G42030
Bra021688,AT2G31040
Bra010754,AT4G14230
Bra036499,AT2G20750
Bra010998,AT1G25510
Bra012785,AT4G15475
Bra013977,AT5G17440
Bra018458,AT1G10170
Bra019189,AT4G25090
Bra008295,AT1G77180
Bra027426,AT3G13510
Bra018738,AT1G48580
Bra008237,AT1G76070
Bra011205,AT4G30640
Bra034690,AT3G13320
Bra026464,AT5G24240
Bra033913,AT3G22830
Bra006748,AT5G58710
Bra019163,AT5G51860
Bra028101,AT5G36950
Bra002892,AT5G55570
Bra031506,AT1G60460
Bra025898,AT1G18510
Bra030979,AT1G55600
Bra000538,AT2G26580
Bra015870,AT1G75050
Bra017375,AT2G03720
Bra033364,AT1G03000
Bra001023,AT3G01085
Bra025297,AT3G27690
Bra017981,AT3G49490
Bra022577,AT5G52060
Bra018306,AT2G30560
Bra012467,AT5G05060
Bra008819,AT5G13560
Bra009878,AT5G26050
Bra002929,AT5G55135
Bra025750,AT1G19580
Bra001717,AT3G18710
Bra040573,AT4G16370
Bra038325,AT1G69160
Bra030063,AT1G27740
Bra008056,AT5G17680
Bra002371,AT5G21482
Bra038286,AT3G45430
Bra019057,AT5G54430
Bra033760,AT3G44713
Bra011787,AT4G37810
Bra028929,AT1G32375
Bra021230,AT3G17180
Bra030457,AT2G37620
Bra002060,AT2G17442
Bra027559,AT5G44560
Bra000350,AT2G44330
Bra009162,AT5G06090
Bra039673,AT1G53470
Bra006096,AT5G11410
Bra020873,AT4G21710
Bra019914,AT1G10610
Bra023326,AT5G11460
Bra040475,AT2G47000
Bra021504,AT3G13720
Bra037533,AT3G19290
Bra004457,AT3G62570
Bra000188,AT2G40470
Bra016713,AT1G14060
Bra020638,AT5G49430
Bra005943,AT5G07530
Bra034822,AT3G11660
Bra011476,AT4G33880
Bra035051,AT1G78600
Bra009241,AT5G06950
Bra037408,AT4G00830
Bra014029,AT1G44800
Bra027480,AT5G43290
Bra007872,AT1G69640
Bra035717,AT4G27780
Bra017766,AT4G36620
Bra024287,AT5G64350
Bra027736,AT1G64380
Bra037677,AT2G43880
Bra027798,AT1G63560
Bra036283,AT4G02260
Bra031066,AT2G35280
Bra027150,AT1G60550
Bra031850,AT5G65670
Bra014409,AT3G62180
Bra003823,AT1G73885
Bra006555,AT5G20350
Bra006430,AT5G18010
Bra040187,AT3G04520
Bra000304,AT2G43370
Bra003601,AT1G79600
Bra011652,AT4G35980
Bra040837,AT4G27890
Bra016869,AT2G42520
Bra028940,AT5G56260
Bra029394,AT5G24165
Bra008994,AT5G11040
Bra036055,AT3G50100
Bra033309,AT1G02270
Bra015929,AT1G74180
Bra002986,AT5G54470
Bra009485,AT5G04110
Bra023742,AT3G23250
Bra021261,AT2G17310
Bra027335,AT5G58060
Bra026833,AT1G14400
Bra033631,AT4G39640
Bra020455,AT5G60250
Bra025812,AT1G20340
Bra034272,AT5G40405
Bra011242,AT4G31020
Bra024244,AT5G63880
Bra000034,AT2G37990
Bra007888,AT1G69900
Bra006032,AT5G09770
Bra001203,AT3G06530
Bra008485,AT1G80260
Bra013672,AT4G23060
Bra020653,AT1G05380
Bra031291,AT3G21600
Bra025110,AT2G40560
Bra037770,AT5G64270
Bra029387,AT1G45100
Bra025113,AT5G44700
Bra013765,AT4G24130
Bra007787,AT2G25580
Bra009536,AT5G03300
Bra026409,AT4G26690
Bra020949,AT4G19840
Bra002967,AT4G15870
Bra028583,AT5G10520
Bra036660,AT1G62450
Bra004227,AT1G67480
Bra018892,AT1G51100
Bra012122,AT5G66990
Bra020126,AT5G20790
Bra037394,AT4G00990
Bra033812,AT1G55360
Bra002392,AT5G22140
Bra035149,AT1G80830
Bra037848,AT5G67410
Bra002153,AT5G18320
Bra009300,AT5G07010
Bra020926,AT4G20360
Bra001815,AT3G21150
Bra008222,AT1G75750
Bra016623,AT1G16950
Bra020655,AT5G49220
Bra016248,AT3G42170
Bra008701,AT5G15390
Bra000224,AT2G41310
Bra012360,AT1G23110
Bra020393,AT5G58070
Bra023981,AT4G31840
Bra017473,AT5G47640
Bra006029,AT5G09650
Bra002498,AT5G60280
Bra034897,AT4G12980
Bra020911,AT4G21710
Bra023023,AT5G47840
Bra017462,AT2G01190
Bra025475,AT1G49920
Bra012095,AT5G66720
Bra018545,AT4G02500
Bra038542,AT4G36800
Bra040368,AT3G07270
Bra026343,AT4G27500
Bra023979,AT4G31860
Bra013580,AT4G22000
Bra017738,AT4G35930
Bra030488,AT1G50480
Bra008328,AT2G41980
Bra018523,AT4G02920
Bra004165,AT5G37770
Bra027603,AT5G45360
Bra029067,AT5G53460
Bra039135,AT3G01220
Bra040938,AT4G32700
Bra039927,AT2G22770
Bra023444,AT5G14010
Bra008635,AT5G16210
Bra009581,AT5G02530
Bra000193,AT3G56340
Bra034261,AT2G44700
Bra026165,AT1G15100
Bra021929,AT2G34770
Bra040113,AT3G05150
Bra036155,AT5G48900
Bra008727,AT5G15020
Bra030558,AT1G04200
Bra020311,AT5G59560
Bra037118,AT5G67320
Bra018253,AT2G01820
Bra033346,AT1G02780
Bra000100,AT2G38840
Bra023392,AT5G13140
Bra017111,AT2G38640
Bra008207,AT1G75580
Bra003336,AT1G54340
Bra024579,AT1G05080
Bra014443,AT3G61320
Bra009063,AT5G10030
Bra004075,AT1G67740
Bra012212,AT1G20135
Bra025328,AT3G28415
Bra030285,AT2G21650
Bra001614,AT3G15890
Bra035019,AT1G78210
Bra012730,AT1G52300
Bra014489,AT3G60440
Bra013440,AT4G20030
Bra028323,AT3G23610
Bra012735,AT3G17100
Bra023844,AT4G23180
Bra024848,AT2G01850
Bra030973,AT1G52700
Bra018213,AT3G46340
Bra007934,AT1G70670
Bra011005,AT5G37470
Bra039414,AT3G05730
Bra022099,AT5G47060
Bra016233,AT1G70140
Bra002887,AT5G62510
Bra016818,AT1G11720
Bra038613,AT2G42160
Bra027212,AT3G16740
Bra035366,AT5G35960
Bra014977,AT3G23750
Bra024084,AT4G30350
Bra024506,AT2G17580
Bra006276,AT5G15020
Bra001367,AT3G10525
Bra014307,AT2G33070
Bra015787,AT1G76110
Bra016212,AT3G29670
Bra018949,AT1G52155
Bra017054,AT2G39740
Bra015613,AT1G47530
Bra020163,AT5G21280
Bra006119,AT5G11810
Bra004884,AT2G45030
Bra038501,AT4G16700
Bra020896,AT4G21560
Bra021264,AT3G17675
Bra011908,AT1G55270
Bra017532,AT5G46700
Bra028958,AT5G55820
Bra032181,AT5G06520
Bra032714,AT4G24260
Bra026110,AT1G15760
Bra003542,AT1G79990
Bra026879,AT1G13830
Bra004017,AT1G68740
Bra040414,AT3G04910
Bra014648,AT3G57050
Bra030659,AT1G06660
Bra005783,AT5G03840
Bra022687,AT5G53980
Bra029638,AT3G07310
Bra000417,AT2G46260
Bra013089,AT2G15910
Bra009464,AT5G04340
Bra019413,AT5G44510
Bra037070,AT4G14840
Bra028198,AT1G26220
Bra002303,AT4G19045
Bra000085,AT2G38680
Bra011576,AT2G16720
Bra012706,AT4G23210
Bra036847,AT5G38020
Bra020253,AT5G60390
Bra006996,AT3G53400
Bra002513,AT5G60080
Bra028019,AT5G27580
Bra023710,AT5G44510
Bra039944,AT2G23093
Bra038428,AT2G21410
Bra023625,AT4G11590
Bra029235,AT5G63160
Bra018616,AT1G08550
Bra002523,AT5G59870
Bra031259,AT3G21180
Bra023916,AT3G50530
Bra018055,AT3G48490
Bra002772,AT3G57720
Bra021838,AT2G33270
Bra002854,AT4G26510
Bra013863,AT4G25100
Bra028249,AT5G39460
Bra020085,AT5G20110
Bra026756,AT1G15570
Bra007176,AT3G55560
Bra026630,AT2G01850
Bra037193,AT5G65980
Bra008396,AT1G51250
Bra025219,AT3G26650
Bra033168,AT4G10770
Bra015255,AT2G42460
Bra012959,AT5G61440
Bra030081,AT1G28270
Bra002293,AT5G20320
Bra015501,AT1G06460
Bra020133,AT5G20885
Bra038094,AT5G26000
Bra019574,AT3G49010
Bra014135,AT1G48405
Bra026195,AT1G14686
Bra015775,AT1G76230
Bra032476,AT1G05240
Bra018664,AT1G08030
Bra029416,AT5G24580
Bra037568,AT3G18710
Bra018624,AT1G08465
Bra007555,AT3G60750
Bra034354,AT2G27460
Bra037131,AT5G66985
Bra037105,AT1G55650
Bra000476,AT2G29340
Bra004708,AT2G42570
Bra010634,AT4G38070
Bra028682,AT5G07870
Bra031853,AT5G65590
Bra012509,AT1G24485
Bra009086,AT5G05080
Bra031353,AT1G21930
Bra007382,AT3G58140
Bra026515,AT3G25610
Bra035652,AT2G29070
Bra004693,AT2G42430
Bra018701,AT1G48040
Bra022333,AT3G18570
Bra022560,AT5G51690
Bra038431,AT1G31690
Bra016098,AT1G71930
Bra001639,AT3G16720
Bra024577,AT1G23290
Bra039000,AT3G21360
Bra009426,AT5G04840
Bra019136,AT4G25950
Bra027380,AT3G13990
Bra011866,AT4G39340
Bra007121,AT3G54970
Bra001091,AT3G03810
Bra019276,AT4G23700
Bra003039,AT5G53730
Bra026065,AT1G16330
Bra003865,AT1G72880
Bra037866,AT5G22030
Bra000657,AT4G08850
Bra000424,AT2G46470
Bra020434,AT5G57550
Bra036573,AT5G26280
Bra028660,AT5G08380
Bra007381,AT3G58130
Bra020124,AT5G20720
Bra022525,AT5G50770
Bra033324,AT1G02400
Bra017794,AT1G67623
Bra029025,AT5G54500
Bra031532,AT1G06650
Bra032042,AT2G25090
Bra029621,AT3G07090
Bra035130,AT1G79610
Bra014090,AT1G28710
Bra028706,AT5G07200
Bra028366,AT3G24020
Bra021260,AT2G17310
Bra017627,AT4G34120
Bra028171,AT5G38320
Bra016075,AT1G72290
Bra007592,AT3G61280
Bra023593,AT5G17020
Bra011559,AT4G34750
Bra010166,AT1G32460
Bra023505,AT5G15130
Bra008692,AT5G07980
Bra006124,AT3G14390
Bra039102,AT3G26935
Bra006485,AT5G18930
Bra018130,AT1G29840
Bra030772,AT1G05080
Bra016121,AT1G71740
Bra007775,AT2G25940
Bra038025,AT1G55880
Bra014139,AT1G48460
Bra020603,AT5G27970
Bra023035,AT2G35860
Bra031165,AT2G21150
Bra005861,AT1G14510
Bra032134,AT2G23945
Bra014717,AT2G40450
Bra012262,AT2G07760
Bra009420,AT5G04870
Bra035363,AT5G36100
Bra022039,AT4G08450
Bra025843,AT1G20800
Bra010111,AT5G62680
Bra028173,AT1G60360
Bra016186,AT1G70790
Bra007879,AT1G69760
Bra038768,AT4G21630
Bra020983,AT4G18940
Bra039139,AT3G01170
Bra014328,AT2G01290
Bra026858,AT1G14070
Bra005958,AT5G61210
Bra013496,AT4G21050
Bra029619,AT3G51830
Bra026808,AT1G14730
Bra040806,AT2G13680
Bra005420,AT2G34500
Bra003626,AT1G79020
Bra007072,AT3G54430
Bra025044,AT5G46020
Bra027838,AT1G59725
Bra034881,AT4G13270
Bra002667,AT5G58230
Bra030971,AT1G52820
Bra001390,AT3G11110
Bra003469,AT3G61760
Bra001585,AT3G15160
Bra038518,AT2G22490
Bra040655,AT4G08330
Bra035801,AT3G20240
Bra021634,AT2G30440
Bra000812,AT4G05030
Bra004110,AT1G65290
Bra000053,AT2G38320
Bra003313,AT2G45140
Bra035585,AT5G55680
Bra035243,AT4G11180
Bra007129,AT3G55030
Bra001616,AT3G15980
Bra009089,AT5G05130
Bra023191,AT1G31490
Bra039078,AT4G12550
Bra022645,AT5G53300
Bra023540,AT5G15830
Bra000681,AT4G09510
Bra018113,AT3G47780
Bra038280,AT3G45650
Bra035672,AT2G28760
Bra006093,AT5G11250
Bra017435,AT1G64720
Bra005104,AT2G38470
Bra040233,AT3G06190
Bra027857,AT1G58380
Bra013091,AT2G15890
Bra040988,AT5G39520
Bra025326,AT3G28345
Bra002888,AT2G32415
Bra014931,AT3G23270
Bra029149,AT5G51980
Bra032456,AT1G05630
Bra000200,AT2G40720
Bra028804,AT5G04080
Bra039186,AT2G23170
Bra014821,AT1G14800
Bra034812,AT3G11770
Bra011298,AT4G31790
Bra037290,AT2G16770
Bra003914,AT1G71780
Bra027951,AT1G59406
Bra034348,AT2G27350
Bra011364,AT4G32620
Bra018078,AT3G48200
Bra039445,AT3G05340
Bra035654,AT2G29050
Bra007120,AT3G54960
Bra004211,AT1G67250
Bra001541,AT3G14230
Bra038913,AT1G56350
Bra024042,AT4G30810
Bra000542,AT2G26480
Bra001695,AT3G18030
Bra036000,AT5G43860
Bra010648,AT4G39900
Bra018723,AT1G48330
Bra032839,AT1G27670
Bra037136,AT5G66930
Bra002423,AT5G22630
Bra002270,AT5G19880
Bra006461,AT5G18470
Bra029050,AT5G02050
Bra038064,AT4G15802
Bra038716,AT3G12390
Bra032559,AT1G03060
Bra028321,AT3G23600
Bra035440,AT1G58520
Bra013217,AT3G25500
Bra010504,AT4G35900
Bra009729,AT1G27570
Bra014344,AT1G15120
Bra040872,AT2G17880
Bra020915,AT4G20830
Bra036019,AT5G40910
Bra016093,AT1G71980
Bra013359,AT4G18890
Bra003559,AT1G80270
Bra000080,AT2G38640
Bra037704,AT2G43540
Bra002080,AT2G17710
Bra000045,AT2G38240
Bra026547,AT2G03590
Bra013292,AT4G18210
Bra005974,AT5G08170
Bra011571,AT4G34910
Bra018957,AT1G52240
Bra029782,AT3G09660
Bra029064,AT5G53520
Bra008630,AT5G16250
Bra029247,AT5G62740
Bra037641,AT2G44610
Bra023166,AT1G31200
Bra030169,AT1G29740
Bra006618,AT5G22280
Bra006545,AT5G20170
Bra004921,AT2G45580
Bra020859,AT4G22080
Bra027705,AT1G64520
Bra005390,AT2G34810
Bra001237,AT3G62310
Bra001618,AT3G16000
Bra039364,AT3G13040
Bra037180,AT5G66230
Bra007559,AT3G60790
Bra019873,AT1G11240
Bra036057,AT3G50170
Bra021909,AT2G34430
Bra031952,AT3G04030
Bra025618,AT2G04620
Bra001035,AT3G02180
Bra025087,AT5G45190
Bra037379,AT4G01190
Bra007886,AT1G69870
Bra000288,AT2G43090
Bra018169,AT3G47070
Bra031280,AT3G21400
Bra012795,AT4G15280
Bra033575,AT4G38760
Bra012689,AT5G51630
Bra021490,AT1G11680
Bra002372,AT5G21910
Bra001012,AT3G01260
Bra013885,AT4G25315
Bra035127,AT1G79580
Bra007179,AT3G55610
Bra007609,AT3G61490
Bra006823,AT2G35040
Bra010039,AT5G49350
Bra000151,AT2G39805
Bra017718,AT4G35520
Bra022978,AT2G34480
Bra001504,AT3G13400
Bra019888,AT1G10950
Bra010395,AT4G27657
Bra033050,AT5G67150
Bra022055,AT4G17900
Bra001240,AT3G07170
Bra037179,AT5G66250
Bra029147,AT5G52020
Bra019551,AT3G48520
Bra008453,AT1G80600
Bra011174,AT4G30210
Bra033510,AT4G15770
Bra005787,AT5G03880
Bra014301,AT1G51940
Bra031897,AT5G64850
Bra037013,AT2G26450
Bra018259,AT2G31320
Bra001257,AT3G07560
Bra010543,AT4G23700
Bra010640,AT4G40080
Bra020201,AT1G27450
Bra007146,AT3G55150
Bra028346,AT5G47320
Bra030236,AT2G22460
Bra006558,AT5G20370
Bra020301,AT5G59670
Bra025444,AT4G31570
Bra017313,AT1G47710
Bra014708,AT3G51740
Bra013516,AT4G21250
Bra029580,AT3G06470
Bra017602,AT4G19110
Bra020017,AT1G09530
Bra005629,AT5G65850
Bra004452,AT2G47490
Bra015895,AT1G74750
Bra013671,AT4G23030
Bra006729,AT5G59130
Bra037088,AT4G15215
Bra036528,AT5G24930
Bra013381,AT4G19190
Bra007943,AT1G70780
Bra004835,AT2G44450
Bra037448,AT1G58602
Bra030335,AT5G40280
Bra008871,AT5G12910
Bra017079,AT2G39370
Bra017388,AT2G03360
Bra026404,AT4G26770
Bra003338,AT3G58450
Bra040694,AT4G15093
Bra000961,AT4G00720
Bra014569,AT3G58500
Bra010066,AT3G51840
Bra040193,AT2G31470
Bra006470,AT5G18650
Bra023624,AT5G15660
Bra034501,AT1G62370
Bra011779,AT4G37680
Bra016651,AT1G15780
Bra016456,AT1G20670
Bra023622,AT5G17520
Bra012323,AT1G22400
Bra015495,AT1G28060
Bra036281,AT4G02290
Bra013450,AT4G20260
Bra023662,AT5G18080
Bra038590,AT4G32200
Bra022240,AT3G17750
Bra024498,AT2G17695
Bra025550,AT5G40740
Bra040711,AT1G47240
Bra000555,AT2G25790
Bra024988,AT5G46870
Bra005632,AT2G32020
Bra016712,AT1G14080
Bra000975,AT5G59010
Bra040737,AT4G16515
Bra036195,AT3G32930
Bra025871,AT1G21070
Bra009504,AT5G03890
Bra001310,AT1G80930
Bra024100,AT4G30190
Bra033558,AT4G38250
Bra016081,AT1G72180
Bra010361,AT4G28540
Bra029257,AT1G52370
Bra031627,AT1G08450
Bra022372,AT3G18950
Bra022415,AT3G19380
Bra040144,AT3G04240
Bra023989,AT4G31710
Bra037706,AT2G43535
Bra014296,AT1G51690
Bra019131,AT4G26010
Bra009436,AT5G04640
Bra019623,AT3G53080
Bra023448,AT5G14070
Bra031276,AT3G21340
Bra023013,AT2G35550
Bra023733,AT4G31615
Bra021522,AT1G52950
Bra035271,AT5G49690
Bra040609,AT3G02880
Bra024239,AT5G63830
Bra012647,AT4G17720
Bra003829,AT4G09550
Bra008953,AT5G11560
Bra017248,AT3G52770
Bra039392,AT1G14790
Bra033146,AT4G11320
Bra030990,AT1G17455
Bra006151,AT5G12260
Bra023841,AT3G22250
Bra024365,AT2G24395
Bra030174,AT1G29740
Bra003681,AT1G21100
Bra038434,AT1G31720
Bra021684,AT4G38940
Bra030834,AT1G55790
Bra009143,AT5G05870
Bra001486,AT3G13062
Bra021308,AT1G61860
Bra023556,AT5G16210
Bra031311,AT3G21780
Bra008482,AT1G80320
Bra009547,AT5G03180
Bra016568,AT1G18140
Bra008308,AT1G21720
Bra021293,AT3G23780
Bra039661,AT1G53210
Bra010248,AT4G31160
Bra038589,AT1G61580
Bra019392,AT5G57740
Bra040782,AT3G33530
Bra004584,AT2G40700
Bra033443,AT3G52290
Bra018883,AT5G56800
Bra036072,AT3G50340
Bra035946,AT5G60980
